Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp,AirTemp_1
2020-02-14 23-00-18,17,16,24853,5.63,6.25,6.07,5.37,5.99,5.85,5.78,100.58686313800001,7.062,4.75
2020-02-14 23-01-18,17,16,24854,5.63,5.99,5.93,5.55,6.29,5.81,5.78,100.4553046405,7.062,4.75
2020-02-14 23-02-18,17,16,24855,5.85,5.99,5.89,5.51,5.99,5.85,5.78,100.7183418605,7.062,4.75
2020-02-14 23-03-18,17,16,24856,5.51,6.33,6.17,5.45,5.93,5.95,5.86,100.74462803200001,7.062,4.875
2020-02-14 23-04-18,17,16,24857,5.73,6.29,6.11,5.95,6.11,5.81,5.86,100.6657599445,7.062,4.875
2020-02-14 23-05-18,17,16,24858,5.71,6.25,6.13,5.41,6.17,5.73,5.84,100.56055782050001,7.125,4.875
2020-02-14 23-06-18,17,16,24859,5.59,6.21,5.67,5.73,6.35,5.67,5.83,100.50793761250002,7.125,4.875
2020-02-14 23-07-17,17,16,24860,5.85,5.89,6.35,5.51,5.99,5.85,5.82,100.56055782050001,7.125,4.875
2020-02-14 23-08-17,17,16,24861,5.73,6.61,5.85,5.51,5.95,5.81,5.82,100.50793761250002,7.125,4.875
2020-02-14 23-09-18,17,16,24862,5.93,6.11,6.13,5.37,5.99,5.67,5.82,100.53424931200001,7.125,4.875
2020-02-14 23-10-18,17,16,24863,5.73,6.25,5.45,5.63,6.13,5.33,5.82,100.6657599445,7.125,4.812
2020-02-14 23-11-18,17,16,24864,5.85,6.39,5.37,5.51,5.77,5.71,5.8,100.7183418605,7.125,4.812
2020-02-14 23-12-18,17,16,24865,5.77,6.03,5.95,5.67,6.03,5.89,5.8,100.90227805,7.125,4.875
2020-02-14 23-13-18,17,16,24866,6.03,6.11,5.55,5.29,6.11,5.73,5.8,101.05981319200001,7.187,4.875
2020-02-14 23-14-17,17,16,24867,5.67,5.77,6.33,5.59,5.77,5.73,5.82,101.16477280000001,7.187,4.875
2020-02-14 23-15-18,17,16,24868,5.85,6.07,6.13,5.55,5.93,5.77,5.84,101.29590051250001,7.187,4.937
2020-02-14 23-16-18,17,16,24869,5.63,6.35,6.13,5.55,5.99,5.67,5.88,101.4007452445,7.187,5
