Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp,AirTemp_1
2020-01-21 19-45-27,19,16,35,6.79,7.05,6.65,6.83,7.27,6.53,5.02,83.80661612050001,7.75,3.562
2020-01-21 19-47-26,19,16,36,6.91,7.15,6.73,6.91,7.15,6.53,5.19,84.08911844050002,7.75,3.562
2020-01-21 19-48-02,19,16,37,6.61,7.05,6.53,7.11,6.91,6.61,5.26,84.00440125,7.75,3.625
2020-01-21 19-52-19,19,16,38,6.75,6.83,6.53,6.91,6.57,6.47,5.3,84.06088256800001,7.75,3.625
2020-01-21 19-53-19,19,16,39,6.79,7.19,6.39,7.01,6.79,6.53,5.3,83.80661612050001,7.687,3.625
2020-01-21 19-54-19,19,16,40,6.69,6.57,6.03,6.47,6.61,6.13,5.23,83.5803845125,7.687,3.625
2020-01-21 19-55-19,19,16,41,6.35,6.43,6.53,6.39,6.53,5.99,5.16,83.947907168,7.687,3.625
2020-01-21 19-56-19,19,16,42,6.47,6.79,6.21,6.17,6.35,6.07,5.08,84.2020300205,7.625,3.562
2020-01-21 19-57-19,19,16,43,6.39,6.39,6.43,6.35,6.43,6.03,4.98,84.2020300205,7.562,3.5
2020-01-21 19-58-18,19,16,44,5.93,6.87,6.21,6.35,6.43,6.21,4.92,84.5404584245,7.5,3.5
2020-01-21 19-59-18,19,16,45,6.69,6.39,6.65,6.21,6.21,6.21,4.86,84.70950031250001,7.437,3.437
2020-01-21 20-01-19,19,16,46,6.13,6.13,6.17,6.29,6.13,5.55,4.81,85.2721436125,7.375,3.375
2020-01-21 20-02-18,19,16,47,6.21,6.53,5.71,6.03,6.13,5.63,4.76,85.3845191045,7.25,3.375
2020-01-21 20-03-18,19,16,48,6.11,6.17,6.03,6.29,6.11,5.71,4.74,85.74938684800001,7.187,3.312
2020-01-21 20-04-18,19,16,49,5.73,6.43,6.11,5.99,6.13,5.73,4.71,85.88957700050001,7.187,3.312
2020-01-21 20-05-19,19,16,50,6.39,6.53,5.93,5.51,6.25,5.73,4.78,85.6652344645,7.187,3.312
2020-01-21 20-06-19,19,16,51,5.95,6.33,5.95,5.89,5.93,5.85,4.74,85.805472482,7.062,3.312
2020-01-21 20-07-35,19,16,52,6.65,6.51,6.07,5.77,6.07,5.73,4.85,85.6652344645,7.062,3.375
2020-01-21 20-08-18,19,16,53,6.33,5.81,5.99,6.13,6.21,5.77,4.77,85.44068770450001,7.062,3.375
2020-01-21 20-09-18,19,16,54,5.93,6.29,5.99,6.07,6.07,6.03,4.77,85.6652344645,7,3.312
2020-01-21 20-11-19,19,16,55,5.93,6.51,5.49,6.11,5.77,5.63,4.7,86.3376494005,7,3.375
2020-01-21 20-12-19,19,16,56,5.85,6.33,5.63,5.93,6.51,6.11,4.64,86.47750449800002,7,3.375
2020-01-21 20-13-19,19,16,57,6.21,6.11,5.63,5.95,6.39,5.85,4.62,87.0640247645,7,3.375
2020-01-21 20-14-19,19,16,58,5.95,6.29,5.51,6.33,6.47,5.73,4.52,87.537796192,7,3.437
2020-01-21 20-15-19,19,16,59,6.29,6.07,5.71,5.81,6.29,5.93,4.49,88.17731320450001,7,3.375
2020-01-21 20-16-19,19,16,60,5.67,6.21,5.49,6.03,6.39,5.95,4.46,88.6766273005,7,3.375
2020-01-21 20-17-19,19,16,61,5.89,6.13,5.51,5.99,6.61,6.33,4.49,90.1683662845,6.937,3.312
