Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp,AirTemp_1
2020-02-14 23-00-22,25,16,22185,5.63,6.07,,,,,,-2.0462,7.062,4.75
2020-02-14 23-01-22,25,16,22186,5.41,5.67,,,,,,-2.0462,7.062,4.75
2020-02-14 23-02-22,25,16,22187,5.41,5.89,,,,,,-2.0462,7.062,4.75
2020-02-14 23-03-22,25,16,22188,5.41,5.77,,,,,,-2.0462,7.062,4.875
2020-02-14 23-04-22,25,16,22189,5.51,5.71,,,,,,-2.0462,7.062,4.875
2020-02-14 23-05-22,25,16,22190,5.33,5.51,,,,,,-2.0462,7.125,4.875
2020-02-14 23-06-22,25,16,22191,5.55,5.59,,,,,,-2.0462,7.125,4.875
2020-02-14 23-07-21,25,16,22192,5.51,5.67,,,,,,-2.0462,7.125,4.875
2020-02-14 23-08-22,25,16,22193,5.55,5.99,,,,,,-2.0462,7.125,4.875
2020-02-14 23-09-22,25,16,22194,5.11,5.81,,,,,,-2.0462,7.125,4.875
2020-02-14 23-10-22,25,16,22195,5.37,5.99,,,,,,-2.0462,7.125,4.812
2020-02-14 23-11-22,25,16,22196,5.33,5.71,,,,,,-2.0462,7.125,4.812
2020-02-14 23-12-22,25,16,22197,5.45,5.67,,,,,,-2.0462,7.125,4.875
2020-02-14 23-13-22,25,16,22198,5.49,5.73,,,,,,-2.0462,7.187,4.875
2020-02-14 23-14-21,25,16,22199,5.37,5.51,,,,,,-2.0462,7.187,4.875
2020-02-14 23-15-22,25,16,22200,5.67,5.73,,,,,,-2.0462,7.187,4.937
2020-02-14 23-16-22,25,16,22201,5.73,5.67,,,,,,-2.0462,7.187,5
2020-02-14 23-17-22,25,16,22202,5.67,5.71,,,,,,-2.0462,7.187,5
2020-02-14 23-18-22,25,16,22203,5.45,5.81,,,,,,-2.0462,7.187,5
2020-02-14 23-19-22,25,16,22204,5.71,5.67,,,,,,-2.0462,7.187,5.062
